source,target
@jridgewell/gen-mapping,@jridgewell/trace-mapping
jsonfile,universalify
source-map-support,buffer-from
source-map-support,source-map
doctrine,esutils
http-errors,depd
http-errors,inherits
http-errors,statuses
http-errors,toidentifier
http-errors,setprototypeof
@smithy/util-utf8,@smithy/util-buffer-from
@smithy/util-utf8,tslib
@babel/core,debug
@babel/core,json5
@babel/core,semver
@babel/core,gensync
@babel/core,@babel/types
@babel/core,@babel/parser
@babel/core,@babel/helpers
@babel/core,@babel/template
@babel/core,@babel/traverse
@babel/core,@babel/generator
@babel/core,@babel/code-frame
@babel/core,convert-source-map
@babel/core,@jridgewell/remapping
@babel/core,@babel/helper-module-transforms
@babel/core,@babel/helper-compilation-targets
hasown,function-bind
jest-worker,@types/node
jest-worker,@ungap/structured-clone
jest-worker,jest-util
jest-worker,merge-stream
jest-worker,supports-color
is-core-module,hasown
@babel/code-frame,js-tokens
@babel/code-frame,picocolors
@babel/code-frame,@babel/helper-validator-identifier
http-proxy-agent,agent-base
http-proxy-agent,debug
globby,@sindresorhus/merge-streams
globby,fast-glob
globby,ignore
globby,path-type
globby,slash
globby,unicorn-magic
@babel/template,@babel/types
@babel/template,@babel/parser
@babel/template,@babel/code-frame
once,wrappy
@types/yargs,@types/yargs-parser
@aws-sdk/types,@smithy/types
@aws-sdk/types,tslib
axios,form-data
axios,proxy-from-env
axios,follow-redirects
es-object-atoms,es-errors
has-tostringtag,has-symbols
import-fresh,parent-module
import-fresh,resolve-from
anymatch,picomatch
anymatch,normalize-path
pkg-dir,find-up-simple
jackspeak,@isaacs/cliui
postcss-selector-parser,cssesc
postcss-selector-parser,util-deprecate
@smithy/types,tslib
